,section,byline,title,abstract,class,print_page,pub_date,type_of_material,class_le,byline_le,section_le,type_of_material_le,title_clean,abstract_clean,title_vec_avg,abstract_vec_avg,title_len,abstract_len,capital_letters,title_punct_num,abstract_punct_num,title_!,abstract_!,title_?,abstract_?,authors_num,coauthors,sections_grouped,title_ner,title_ner_type,ners_num,ner_GPE,ner_PERSON,ner_ORG,ner_MONEY,ner_NORP,pub_day_of_week,title_sentiment,abstract_sentiment,countries
3532,Arts,Trish Bendix,Late Night Tackles the Will Smith ‘Hitch’ Slap,"“It was so shocking,” Jimmy Kimmel said. “The only thing I can really compare it to is when Mike Tyson bit Evander Holyfield’s ears.”",all,0.0,2022-03-29 06:04:52+00:00,News,0,717.0,0.0,2.0,late night tackles smith ‘hitch’ slap,"“it shocking,” jimmy kimmel said. “the thing really compare mike tyson bit evander holyfield’s ears.”",-0.012942808,-0.018600756,8,24,7,0,3,0,0,0,0,1,0,1,['Late Night'],['WORK_OF_ART'],1,0.0,0.0,0.0,0.0,0.0,1.0,0.1531,0.0,[]
2517,Sports,Billy Witz,L.S.U.’s Mess of a Season Ends Amid Coach’s Firing,"The team played without its former head coach, Will Wade, who was fired along with an assistant coach amid allegations that he illegally paid recruits.",all,32.0,2022-03-19 15:40:09+00:00,News,0,103.0,20.0,2.0,l.s.u.’s mess season ends amid coach’s firing,"team played without former head coach, wade, fired along assistant coach amid allegations illegally paid recruits.",-0.006605371,-0.008434555,9,25,9,3,3,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,5.0,-0.5994,-0.296,[]
3415,The Learning Network,The Learning Network,Word of the Day: verboten,This word has appeared in 19 articles on NYTimes.com in the past year. Can you use it in a sentence?,all,0.0,2022-03-28 03:30:02+00:00,News,0,695.0,24.0,2.0,word day: verboten,word appeared 19 articles nytimes.com past year. use sentence?,-0.022150293,-0.0046327612,5,20,2,1,3,0,0,0,1,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,[]
763,Briefing,David Leonhardt,Russia’s Brutal Advance,It’s creating a humanitarian crisis in Ukraine.,all,0.0,2022-03-04 11:31:42+00:00,briefing,0,195.0,2.0,7.0,russia’s brutal advance,it’s creating humanitarian crisis ukraine.,-0.0057928865,-0.00011262735,3,7,3,0,1,0,0,0,0,1,0,4,"['Russia', 'Brutal Advance']","['GPE', 'ORG']",2,1.0,0.0,0.0,0.0,0.0,4.0,-0.6249,-0.4404,['Russia']
1598,U.S.,Soumya Karlamangla,The Latest News From Ukraine and California’s Response,How Gov. Gavin Newsom is handling Russian sanctions and more.,all,0.0,2022-03-11 14:13:34+00:00,briefing,0,673.0,28.0,7.0,latest news ukraine california’s response,gov. gavin newsom handling russian sanctions more.,-0.0032723013,-0.0012333083,8,10,7,0,2,0,0,0,0,1,0,6,"['The Latest News From', 'Ukraine', 'California']","['ORG', 'GPE', 'GPE']",3,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,"['Ukraine', 'California']"
1968,Magazine,Malia Wollan,How to Spot Asteroids,Be patient. Keep your mortal fear in check.,all,19.0,2022-03-15 09:00:07+00:00,News,0,472.0,11.0,2.0,spot asteroids,patient. keep mortal fear check.,-0.00450076,-0.0065169167,4,8,3,0,2,0,0,0,0,1,0,7,['Spot Asteroids'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4939,[]
1082,Opinion,Tressie McMillan Cottom,How to Avoid Drowning in an Ocean of Information,Responsible citizens must bear witness to what’s happening in Ukraine. But we have limits.,all,0.0,2022-03-07 22:11:52+00:00,Op-Ed,0,715.0,15.0,5.0,avoid drowning ocean information,responsible citizens must bear witness what’s happening ukraine. limits.,-0.0071550403,-0.007723736,9,14,5,0,2,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296,0.1655,[]
1301,Arts,Matt Stevens,Cities and States Are Easing Covid Rules. Should the Arts Follow?,"Cultural institutions face tough decisions: Is it safe to drop mask and vaccine requirements, and would doing so be more likely to lure audiences back or keep them away?",all,1.0,2022-03-09 16:43:11+00:00,News,0,503.0,0.0,2.0,cities states easing covid rules. arts follow?,"cultural institutions face tough decisions: safe drop mask vaccine requirements, would likely lure audiences back keep away?",0.00084895926,-0.0061411285,11,29,9,2,3,0,0,1,1,1,0,1,['the Arts Follow'],['LAW'],1,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0772,[]
3790,U.S.,Elizabeth Williamson,"Testify or Pay Up, Judge Tells Alex Jones in Sandy Hook Suit","A Connecticut judge rejected the Infowars conspiracy theorist’s claim that he was too ill to sit for a deposition, and set a schedule of hefty fines.",all,23.0,2022-03-31 00:11:07+00:00,News,0,228.0,28.0,2.0,"testify pay up, judge tells alex jones sandy hook suit","connecticut judge rejected infowars conspiracy theorist’s claim ill sit deposition, set schedule hefty fines.",-0.0033475845,-0.005847826,12,26,10,1,2,0,0,0,0,1,0,6,"['Alex Jones', 'Sandy Hook Suit']","['PERSON', 'ORG']",2,0.0,1.0,0.0,0.0,0.0,3.0,-0.1027,-0.8591,[]
604,World,Constant Méheut,French volunteers plan to head to Ukraine to join its new foreign legion.,And Ukraine is welcoming them and other volunteers with open arms.,all,0.0,2022-03-03 13:16:31+00:00,News,0,164.0,30.0,2.0,french volunteers plan head ukraine join new foreign legion.,ukraine welcoming volunteers open arms.,-0.0042942674,-0.017530262,13,11,2,1,1,0,0,0,0,1,0,5,"['French', 'Ukraine']","['NORP', 'GPE']",2,0.0,0.0,0.0,0.0,1.0,3.0,0.296,0.4404,['Ukraine']
1763,U.S.,Isabella Grullón Paz,"‘Think of Groundhogs’: For Life Advice From a Grade Schooler, Press 2","A new hotline, an art project by a small California elementary school, was receiving 9,000 calls an hour from people seeking cheerful advice during trying times.",all,0.0,2022-03-13 09:30:08+00:00,News,0,296.0,28.0,2.0,"‘think groundhogs’: life advice grade schooler, press 2","new hotline, art project small california elementary school, receiving 9,000 calls hour people seeking cheerful advice trying times.",-0.008371021,0.0031980076,12,26,9,2,4,0,0,0,0,1,0,6,['2'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5423,[]
2453,Obituaries,Joseph Berger,"Rabbi Chaim Kanievsky, Venerated Talmudic Scholar, Dies at 94","He initially insisted, “Canceling Torah study is more dangerous than the coronavirus.” But he had a change of heart, even before testing positive.",all,13.0,2022-03-18 19:01:44+00:00,Obituary (Obit),0,380.0,14.0,4.0,"rabbi chaim kanievsky, venerated talmudic scholar, dies 94","initially insisted, “canceling torah study dangerous coronavirus.” change heart, even testing positive.",-0.012873187,-0.00682549,9,23,7,2,4,0,0,0,0,1,0,7,"['Chaim Kanievsky', 'Venerated Talmudic Scholar', '94']","['PERSON', 'ORG', 'CARDINAL']",3,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8886,[]
3750,Arts,Jennifer Schuessler,"A Tiny Brontë Book, Lost for a Century, Resurfaces","A miniature book made by the 13-year-old Charlotte Brontë, to go on sale next month for $1.25 million, contains what may be her last unknown poems.",all,1.0,2022-03-30 17:51:49+00:00,News,0,341.0,0.0,2.0,"tiny brontë book, lost century, resurfaces","miniature book made 13-year-old charlotte brontë, go sale next month $1.25 million, contains may last unknown poems.",-0.013342077,-0.0004813393,9,26,7,2,7,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3182,0.0,[]
3024,Podcasts,"Sabrina Tavernise, Rob Szypko, Asthaa Chaturvedi, Sydney Harper, Patricia Willens, Lisa Chow, Marion Lozano and Chris Wood",Ukraine Puts Putin’s Playbook to the Test,Russia’s tactics during the invasion echo a strategy forged during the Chechen wars of the 1990s.,all,0.0,2022-03-24 10:00:10+00:00,News,0,636.0,16.0,2.0,ukraine puts putin’s playbook test,russia’s tactics invasion echo strategy forged chechen wars 1990s.,-0.0013591149,-0.0043275785,7,16,5,0,1,0,0,0,0,7,1,7,"['Ukraine', 'Putin', 'Test']","['GPE', 'PERSON', 'ORG']",3,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.5574,['Ukraine']
2398,World,Jason Horowitz,Pope Deplores the War in Ukraine but Not the Aggressor,Francis has raised his voice against “unacceptable armed aggression” without mentioning President Vladimir V. Putin or Russia. Some analysts say that he risks complicating his legacy.,all,1.0,2022-03-18 09:00:41+00:00,News,0,327.0,30.0,2.0,pope deplores war ukraine aggressor,francis raised voice “unacceptable armed aggression” without mentioning president vladimir v. putin russia. analysts say risks complicating legacy.,-0.015065272,-0.010740662,10,26,6,0,3,0,0,0,0,1,0,5,"['the War', 'Ukraine', 'Aggressor']","['EVENT', 'GPE', 'ORG']",3,0.0,0.0,0.0,0.0,0.0,4.0,-0.1436,-0.2732,['Ukraine']
2194,U.S.,Robert D. McFadden,"Lauro Cavazos, First Hispanic Cabinet Member, Dies at 95","A sixth-generation Mexican American and a Democrat, he was secretary of education, straddling the administrations of Ronald Reagan and George H.W. Bush.",all,21.0,2022-03-17 00:10:32+00:00,Obituary (Obit),0,614.0,28.0,4.0,"lauro cavazos, first hispanic cabinet member, dies 95","sixth-generation mexican american democrat, secretary education, straddling administrations ronald reagan george h.w. bush.",-0.00062952517,-0.001818256,9,22,7,2,6,0,0,0,0,1,0,6,"['Lauro Cavazos', 'First Hispanic Cabinet', '95']","['PERSON', 'ORG', 'CARDINAL']",3,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,[]
3355,U.S.,Sophie Kasakove,Investors Are Buying Mobile Home Parks. Residents Are Paying a Price.,"Across the country, corporate landlords are expanding manufactured housing portfolios and driving up rents, pushing longtime residents out.",all,20.0,2022-03-27 07:00:16+00:00,News,0,672.0,28.0,2.0,investors buying mobile home parks. residents paying price.,"across country, corporate landlords expanding manufactured housing portfolios driving rents, pushing longtime residents out.",-0.007854347,-0.007676985,11,18,10,2,3,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,[]
2391,Sports,Marisa Ingemi,"For I.U.P.U.I., a Second Chance at a First Impression","The university’s women’s basketball program earned its first N.C.A.A. tournament bid in 2020, but the pandemic intruded. Back in the bracket, the Jaguars are anticipating their matchup with Oklahoma.",all,11.0,2022-03-18 09:00:35+00:00,News,0,490.0,20.0,2.0,"i.u.p.u.i., second chance first impression","university’s women’s basketball program earned first n.c.a.a. tournament bid 2020, pandemic intruded. back bracket, jaguars anticipating matchup oklahoma.",-0.011999243,-0.011216444,9,29,10,6,8,0,0,0,0,1,0,1,"['I.U.P.U.I.', 'First Impression']","['ORG', 'ORG']",2,0.0,0.0,1.0,0.0,0.0,4.0,0.4404,0.0,[]
1171,Food,Pete Wells,"Goodbye New Zealand, Hello World","A changing of the guard at Musket Room, in NoLIta, brings border-hopping dishes that are worth putting on pants for.",all,7.0,2022-03-08 16:34:07+00:00,Review,0,596.0,8.0,6.0,"goodbye new zealand, hello world","changing guard musket room, nolita, brings border-hopping dishes worth putting pants for.",-0.012055617,-0.001514649,5,20,5,1,4,0,0,0,0,1,0,2,"['New Zealand', 'Hello World']","['GPE', 'ORG']",2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2263,['New Zealand']
477,World,Monika Pronczuk and Dan Bilefsky,The E.U. is expected to grant blanket protection to Ukrainian refugees.,"Under the measure, which would apply to all Ukrainian nationals, refugees would be granted the right to live, study and work across the 27-member bloc for up to three years.",all,0.0,2022-03-02 17:30:21+00:00,News,0,553.0,30.0,2.0,e.u. expected grant blanket protection ukrainian refugees.,"measure, would apply ukrainian nationals, refugees would granted right live, study work across 27-member bloc three years.",0.004077241,0.00315285,11,30,4,3,5,0,0,0,0,1,0,5,"['E.U.', 'Ukrainian']","['ORG', 'NORP']",2,0.0,0.0,1.0,0.0,0.0,2.0,0.3612,0.25,[]
3181,Business Day,Mark Miller,What Retirement Means for Your Taxes,"Social Security benefits and your savings can be taxed. But in general, older Americans’ tax bills go down.",all,10.0,2022-03-25 09:00:22+00:00,News,0,495.0,4.0,2.0,retirement means taxes,"social security benefits savings taxed. general, older americans’ tax bills go down.",0.008400531,-0.0042471625,6,18,5,0,3,0,0,0,0,1,0,4,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3612,[]
375,Opinion,Bret Stephens,Biden Must Not Allow Ukraine to Fall,Zelensky’s courage gives the administration a rare opportunity.,all,27.0,2022-03-02 00:00:06+00:00,Op-Ed,0,108.0,15.0,5.0,biden must allow ukraine fall,zelensky’s courage gives administration rare opportunity.,-0.01034591,0.0005127436,7,8,6,0,1,0,0,0,0,1,0,7,"['Biden Must Not Allow Ukraine', 'Fall']","['PERSON', 'ORG']",2,0.0,1.0,0.0,0.0,0.0,2.0,-0.1695,0.7184,[]
556,Opinion,Alexey Kovalev,Russia Has Suffered a Crushing Moral Defeat. And Russians Know It.,"For many Russians, the invasion of Ukraine is a visceral horror.",all,24.0,2022-03-03 06:00:06+00:00,Op-Ed,0,26.0,15.0,5.0,russia suffered crushing moral defeat. russians know it.,"many russians, invasion ukraine visceral horror.",-0.0139627345,-0.0084798485,11,11,10,2,2,0,0,0,0,1,0,7,"['Russia', 'Russians']","['GPE', 'NORP']",2,1.0,0.0,0.0,0.0,0.0,3.0,-0.8271,-0.5719,['Russia']
754,U.S.,Aishvarya Kavi,"Yes, Your Pets Can Also Put On Pandemic Pounds",Dogs and cats have surprised their owners by gaining weight during the coronavirus pandemic. Veterinarians blame the extra treats and table scraps.,all,18.0,2022-03-04 10:00:27+00:00,News,0,10.0,28.0,2.0,"yes, pets also put pandemic pounds",dogs cats surprised owners gaining weight coronavirus pandemic. veterinarians blame extra treats table scraps.,-0.0035934336,-0.003260162,9,22,9,1,2,0,0,0,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.4019,0.3182,[]
905,U.S.,Patricia Mazzei,"Maggy Hurchalla, Formidable Florida Environmentalist, Dies at 81","She fought to protect the wilderness she loved, tangling with developers. One case led to a $4.4 million judgment against her.",all,12.0,2022-03-05 17:10:47+00:00,Obituary (Obit),0,587.0,28.0,4.0,"maggy hurchalla, formidable florida environmentalist, dies 81","fought protect wilderness loved, tangling developers. one case led $4.4 million judgment her.",-0.007670823,-0.0038221485,8,21,6,2,5,0,0,0,0,1,0,6,"['Maggy Hurchalla', 'Formidable Florida Environmentalist', '81']","['PERSON', 'ORG', 'CARDINAL']",3,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6369,[]
892,World,Matthew Mpoke Bigg and Niraj Chokshi,Aeroflot says it will suspend international flights.,Russia’s airline industry has been hit hard as countries around the world have imposed sanctions on the country for its invasion of Ukraine.,all,0.0,2022-03-05 13:26:57+00:00,News,0,510.0,30.0,2.0,aeroflot says suspend international flights.,russia’s airline industry hit hard countries around world imposed sanctions country invasion ukraine.,0.010105355,-0.00879397,7,23,1,1,1,0,0,0,0,1,0,5,['Aeroflot'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,5.0,-0.3182,-0.1779,[]
2414,T Magazine,Ronan Mckenzie and Eric McNeal,Easygoing Clothes in Shades of Cream and Khaki,Cocooning knits and enveloping jackets in neutral hues perfect for spring.,all,62.0,2022-03-18 12:00:11+00:00,News,0,622.0,22.0,2.0,easygoing clothes shades cream khaki,cocooning knits enveloping jackets neutral hues perfect spring.,-0.018811263,-0.003000875,8,11,5,0,1,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.3182,0.5719,[]
3542,Books,Haley Mlotek,Stop Telling Single People to Put Themselves ‘Out There’,"For the women in Kate Folk’s debut story collection, it might be safer to just be alone.",all,0.0,2022-03-29 09:00:03+00:00,Review,0,283.0,1.0,6.0,stop telling single people put ‘out there’,"women kate folk’s debut story collection, might safer alone.",-0.018227046,-0.018408434,9,17,8,0,2,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,-0.296,0.2023,[]
1307,Arts,Colin Moynihan,An Artist and Met Museum Guard Whose New Work Is About Pay: Her Own,Emilie Lemakis’s project of making buttons that show the wages and years of service of museum guards has taken on an extra resonance as their union pushes for a raise.,all,3.0,2022-03-09 17:17:16+00:00,News,0,161.0,0.0,2.0,artist met museum guard whose new work pay:,emilie lemakis’s project making buttons show wages years service museum guards taken extra resonance union pushes raise.,-0.004868433,-0.0014982552,14,30,13,1,1,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,-0.1027,0.0,[]
3319,Opinion,Jamelle Bouie,Republican Senators Play the QAnon Game,On the dishonest questioning during Judge Ketanji Brown Jackson’s confirmation hearings.,all,0.0,2022-03-26 14:10:21+00:00,Op-Ed,0,312.0,15.0,5.0,republican senators play qanon game,dishonest questioning judge ketanji brown jackson’s confirmation hearings.,-0.008375968,-0.010970405,6,11,6,0,1,0,0,0,0,1,0,7,"['Republican', 'QAnon Game']","['NORP', 'ORG']",2,0.0,0.0,0.0,0.0,1.0,5.0,0.34,-0.6249,[]
1570,Style,Bob Morris,AmfAR Heads to Billionaires Row in Palm Beach,"Guests included Tommy Hilfiger, Sylvester Stallone and Christina Aguilera.",all,11.0,2022-03-11 10:00:21+00:00,News,0,105.0,21.0,2.0,amfar heads billionaires row palm beach,"guests included tommy hilfiger, sylvester stallone christina aguilera.",0.0038515131,-0.011528319,8,9,8,0,2,0,0,0,0,1,0,2,"['AmfAR', 'Palm Beach']","['PERSON', 'GPE']",2,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,['Palm Beach']
2668,Opinion,Peter Coy,I Think I Just Solved Daylight Saving Time,Congress can set the clock however it wants. Businesses and schools still get to decide when to open and close.,all,0.0,2022-03-21 19:00:06+00:00,Op-Ed,0,597.0,15.0,5.0,think solved daylight saving time,congress set clock however wants. businesses schools still get decide open close.,-0.021471202,-0.0049187737,8,20,8,0,2,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,0.0,0.2732,0.0,[]
2282,Well,Emily Sohn,"For Some Teens, as Masks Come Off, Anxiety Sets In","Whether it’s virus worries, social pressure, shyness or acne, some kids are reluctant to ditch the mask.",all,6.0,2022-03-17 16:18:54+00:00,News,0,237.0,29.0,2.0,"teens, masks come off, anxiety sets","whether it’s virus worries, social pressure, shyness acne, kids reluctant ditch mask.",-0.0035586893,-0.015545402,10,17,9,2,4,0,0,0,0,1,0,2,"['Masks Come Off, Anxiety Sets']",['WORK_OF_ART'],1,0.0,0.0,0.0,0.0,0.0,3.0,-0.1779,-0.8074,[]
3668,Opinion,Thomas B. Edsall,What We Know About the Women Who Vote for Republicans and the Men Who Do Not,What distinguishes the people who fall on the wrong side of the gender gap?,all,0.0,2022-03-30 09:00:12+00:00,Op-Ed,0,698.0,15.0,5.0,know women vote republicans men,distinguishes people fall wrong side gender gap?,-0.016059099,-0.006088225,16,14,12,0,1,0,0,0,1,1,0,7,['Republicans'],['NORP'],1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.4767,[]
1717,U.S.,Michael Wines,One More Census Takeaway: The End of an Era of Counting the Nation?,Some experts are arguing that it’s time for the census to aggressively make use of government data and other sources to augment its own decennial count.,all,23.0,2022-03-12 15:20:29+00:00,News,0,541.0,28.0,2.0,one census takeaway: end era counting nation?,experts arguing it’s time census aggressively make use government data sources augment decennial count.,0.0023647614,0.0010373314,13,26,9,2,1,0,0,1,0,1,0,6,['One'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-0.6486,[]
1597,World,Matina Stevis-Gridneff,"Europe’s Trains Take Fighters to Ukraine, and Bring Back Refugees","Built up over 150 years of conflicts that defined modern-day Europe, railways have played a central role in the continent’s peacetime integration. Now they’re back on a war footing.",all,8.0,2022-03-11 14:03:00+00:00,News,0,501.0,30.0,2.0,"europe’s trains take fighters ukraine, bring back refugees","built 150 years conflicts defined modern-day europe, railways played central role continent’s peacetime integration. they’re back war footing.",0.0047647944,-0.0003736639,10,29,8,1,4,0,0,0,0,1,0,5,"['Europe', 'Trains Take Fighters', 'Ukraine']","['LOC', 'ORG', 'GPE']",3,0.0,0.0,0.0,0.0,0.0,4.0,-0.0516,-0.2263,['Ukraine']
1603,Sports,Rory Smith,Roman Abramovich and the End of Soccer’s Oligarch Era,"Stripped of its Russian benefactor, Chelsea now faces a reckoning. Soccer’s will come next.",all,29.0,2022-03-11 16:00:08+00:00,News,0,624.0,20.0,2.0,roman abramovich end soccer’s oligarch era,"stripped russian benefactor, chelsea faces reckoning. soccer’s come next.",-0.004010446,-0.019043561,9,14,6,0,3,0,0,0,0,1,0,1,"['Roman Abramovich', 'the End of Soccer’s', 'Oligarch Era']","['PERSON', 'ORG', 'ORG']",3,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,[]
676,New York,Ashley Wong,Push for Language Access After Ida Highlights a Greater Need in N.Y.,"The storm hit the city’s immigrant communities hard, and the New York attorney general called this week for severe weather alerts to be sent in more languages. Advocates say deeper changes are needed.",all,21.0,2022-03-03 22:01:49+00:00,News,0,78.0,13.0,2.0,push language access ida highlights greater need n.y.,"storm hit city’s immigrant communities hard, new york attorney general called week severe weather alerts sent languages. advocates say deeper changes needed.",-0.0023774346,-0.006140258,12,33,10,2,3,0,0,0,0,1,0,6,"['Ida Highlights', 'N.Y.']","['PERSON', 'GPE']",2,0.0,1.0,0.0,0.0,0.0,3.0,0.3612,-0.4588,['N.Y.']
1402,Theater,Sarah Bahr,"LeBron Fandom, and the Making of a Friendship in ‘King James’","Rajiv Joseph’s new play, which chronicles the bond between two LeBron James fans over 12 years, is having its world premiere at Steppenwolf in Chicago.",all,4.0,2022-03-10 10:00:22+00:00,News,0,644.0,25.0,2.0,"lebron fandom, making friendship ‘king james’","rajiv joseph’s new play, chronicles bond two lebron james fans 12 years, world premiere steppenwolf chicago.",-0.024824496,-0.0053108716,11,25,7,1,3,0,0,0,0,1,0,1,['LeBron Fandom'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,3.0,0.4404,0.34,[]
1173,World,Michael D. Shear,"Biden bans U.S. imports of Russian oil and natural gas, and Britain vows to phase Russian oil out.","The British also said they would phase out imports of Russian oil by the end of the year to increase the economic isolation of Russia’s president, Vladimir. V. Putin.",all,0.0,2022-03-08 17:04:14+00:00,News,0,528.0,30.0,2.0,"biden bans u.s. imports russian oil natural gas, britain vows phase russian oil out.","british also said would phase imports russian oil end year increase economic isolation russia’s president, vladimir. v. putin.",-0.0061142026,-0.005172978,18,29,6,4,4,0,0,0,0,1,0,5,"['Biden', 'U.S.', 'Russian', 'Britain', 'Russian']","['ORG', 'GPE', 'NORP', 'GPE', 'NORP']",5,0.0,0.0,1.0,0.0,0.0,1.0,0.3612,-0.1027,"['U.S.', 'Britain']"
2683,Briefing,Carole Landry,‘Hell’ in Mariupol,The city has seen some of the war’s worst horrors.,all,0.0,2022-03-21 21:12:23+00:00,News,0,128.0,2.0,2.0,‘hell’ mariupol,city seen war’s worst horrors.,-0.024232522,-0.004066981,3,10,2,0,1,0,0,0,0,1,0,4,['Mariupol'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8316,[]
3402,World,Anton Troianovski and Ivan Nechepurenko,Zelensky Gives Interview to Russian Journalists. Moscow Orders It Quashed.,"The remarkable interview was still published by journalists outside of Russia, an episode that laid bare the extraordinary, and partly successful, efforts at censorship by Moscow.",all,1.0,2022-03-27 23:31:07+00:00,News,0,71.0,30.0,2.0,zelensky gives interview russian journalists. moscow orders quashed.,"remarkable interview still published journalists outside russia, episode laid bare extraordinary, partly successful, efforts censorship moscow.",-0.008972158,-0.011730339,10,26,9,2,4,0,0,0,0,1,0,5,"['Zelensky Gives Interview', 'Russian', 'Moscow']","['ORG', 'NORP', 'GPE']",3,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.7968,['Moscow']
3139,Sports,Billy Witz,N.C.A.A. Men’s Tournament: Gonzaga Falls Short Again as the Favorite,"Gonzaga, the No. 1 overall seed in the men’s tournament, will not return to the championship game after a loss to No. 4-seeded Arkansas. Arizona also lost, leaving Kansas as the only remaining No. 1 seed.",all,0.0,2022-03-25 01:26:52+00:00,News,0,103.0,20.0,2.0,n.c.a.a. men’s tournament: gonzaga falls short favorite,"gonzaga, no. 1 overall seed men’s tournament, return championship game loss no. 4-seeded arkansas. arizona also lost, leaving kansas remaining no. 1 seed.",-0.011508121,-0.006299542,10,36,11,5,9,0,0,0,0,1,0,1,"['N.C.A.A. Men’s Tournament', 'Gonzaga Falls Short']","['ORG', 'PERSON']",2,0.0,0.0,1.0,0.0,0.0,4.0,0.4588,-0.1779,[]
2212,Magazine,John Hodgman,Judge John Hodgman on Birthday Surprises,A woman has trouble keeping her curiosity in check.,all,14.0,2022-03-17 09:00:11+00:00,News,0,359.0,11.0,2.0,judge john hodgman birthday surprises,woman trouble keeping curiosity check.,0.0043536066,-0.013421994,6,9,5,0,1,0,0,0,0,1,0,7,['John Hodgman'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,3.0,0.2263,-0.4019,[]
764,T Magazine,"Kurt Soller, Danielle Neu and Matt Holmes",How Thom Browne Turned the Gray Flannel Suit Into Something Subversive,"Over the span of two decades, the designer has transformed the traditional men’s wear staple into a radical and deeply contemporary look for all.",all,59.0,2022-03-04 12:00:19+00:00,News,0,420.0,22.0,2.0,thom browne turned gray flannel suit something subversive,"span two decades, designer transformed traditional men’s wear staple radical deeply contemporary look all.",-0.018387333,-0.012304786,11,24,10,0,2,0,0,0,0,2,1,2,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,-0.2263,0.0,[]
2585,U.S.,Christine Chung,"Justice Clarence Thomas Hospitalized With Flulike Symptoms, Court Says","Justice Thomas, who has been hospitalized since Friday, is being treated with intravenous antibiotics and is expected to be released in a day or two, the Supreme Court said on Sunday.",all,0.0,2022-03-21 00:08:40+00:00,News,0,150.0,28.0,2.0,"justice clarence thomas hospitalized flulike symptoms, court says","justice thomas, hospitalized since friday, treated intravenous antibiotics expected released day two, supreme court said sunday.",0.0036581384,-0.006220982,9,31,9,1,4,0,0,0,0,1,0,6,"['Clarence Thomas Hospitalized', 'Court']","['PERSON', 'ORG']",2,0.0,1.0,0.0,0.0,0.0,0.0,0.5267,0.7906,[]
3694,Crosswords & Games,Deb Amlen,If Dogs Played Wordle,"Dogs like to do what we do. So it’s only a matter of time, right?",all,0.0,2022-03-30 10:00:08+00:00,News,0,208.0,6.0,2.0,dogs played wordle,"dogs like do. it’s matter time, right?",-0.033510298,-0.015028103,4,15,4,0,3,0,0,0,1,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.34,0.3818,[]
3364,Opinion,Liz Scheier,The Victims of Scammers Aren’t Stupid. They’re Human.,You might think you wouldn’t fall for the scams depicted in a crop of new shows about con artists. I know I could.  ,all,24.0,2022-03-27 10:09:40+00:00,Op-Ed,0,449.0,15.0,5.0,victims scammers aren’t stupid. they’re human.,might think wouldn’t fall scams depicted crop new shows con artists. know could.,-0.01239507,-0.007844001,8,23,7,2,2,0,0,0,0,1,0,7,['The Victims of Scammers Are'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,6.0,-0.6908,-0.5859,[]
3563,Well,Trisha Pasricha,Why Am I Bloated All the Time?,And is there anything I can do about it?,all,6.0,2022-03-29 09:00:26+00:00,News,0,718.0,29.0,2.0,bloated time?,anything it?,-0.01682417,-0.01518758,7,9,6,1,1,0,0,1,1,1,0,2,['Time'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,[]
